!Note: First column is hrs from 12:00 UTC 21 Sep 2014; Second column is grain size class (micron); Third column is volumeric concentration (10**-2 ml/l) for each grain size class
     1.648    23.500    0.49932
     1.648    27.700    0.48291
     1.648    32.700    0.53845
     1.648    38.500    0.62581
     1.648    45.500    0.66128
     1.648    53.700    0.66866
     1.648    63.300    0.69120
     1.648    74.700    0.76886
     1.648    88.200    0.85010
     1.648   104.000    0.81233
     1.648   128.000    0.63306
     1.648   157.000    0.45424
     1.648   186.000    0.31255
     1.648   219.000    0.26147
     1.648   259.000    0.27849
     1.648   293.000    0.24448
     1.648   332.000    0.17033
     1.648   391.000    0.05221
     1.648   462.000    0.00596
     1.730     2.730    0.04414
     1.730     3.220    0.05776
     1.730     3.800    0.08344
     1.730     4.480    0.12333
     1.730     5.290    0.16622
     1.730     6.240    0.19327
     1.730     7.360    0.22573
     1.730     8.690    0.29766
     1.730    10.200    0.33395
     1.730    12.100    0.35517
     1.730    14.300    0.43289
     1.730    16.800    0.49789
     1.730    19.900    0.54746
     1.730    23.500    0.53388
     1.730    27.700    0.51447
     1.730    32.700    0.56928
     1.730    38.500    0.62627
     1.730    45.500    0.65987
     1.730    53.700    0.68654
     1.730    63.300    0.70142
     1.730    74.700    0.72620
     1.730    88.200    0.71249
     1.730   104.000    0.63830
     1.730   128.000    0.43173
     1.730   157.000    0.21191
     1.730   186.000    0.10059
     1.730   219.000    0.06166
     1.730   259.000    0.04619
     1.730   293.000    0.03556
     1.730   332.000    0.02839
     1.730   391.000    0.01379
     1.730   462.000    0.00000
     1.812     2.730    0.05276
     1.812     3.220    0.06606
     1.812     3.800    0.09029
     1.812     4.480    0.12603
     1.812     5.290    0.16375
     1.812     6.240    0.18894
     1.812     7.360    0.21852
     1.812     8.690    0.27637
     1.812    10.200    0.30248
     1.812    12.100    0.32455
     1.812    14.300    0.39653
     1.812    16.800    0.45423
     1.812    19.900    0.48936
     1.812    23.500    0.47359
     1.812    27.700    0.45727
     1.812    32.700    0.51348
     1.812    38.500    0.58242
     1.812    45.500    0.59551
     1.812    53.700    0.63874
     1.812    63.300    0.65183
     1.812    74.700    0.66059
     1.812    88.200    0.67541
     1.812   104.000    0.61326
     1.812   128.000    0.45206
     1.812   157.000    0.24060
     1.812   186.000    0.13266
     1.812   219.000    0.09433
     1.812   259.000    0.10098
     1.812   293.000    0.13972
     1.812   332.000    0.14493
     1.812   391.000    0.09565
     1.812   462.000    0.02891
     1.895     2.730    0.06006
     1.895     3.220    0.07138
     1.895     3.800    0.09339
     1.895     4.480    0.12912
     1.895     5.290    0.17639
     1.895     6.240    0.21801
     1.895     7.360    0.24785
     1.895     8.690    0.29240
     1.895    10.200    0.33804
     1.895    12.100    0.36682
     1.895    14.300    0.42719
     1.895    16.800    0.50914
     1.895    19.900    0.56805
     1.895    23.500    0.59561
     1.895    27.700    0.58435
     1.895    32.700    0.63863
     1.895    38.500    0.70290
     1.895    45.500    0.75377
     1.895    53.700    0.79392
     1.895    63.300    0.79396
     1.895    74.700    0.80358
     1.895    88.200    0.79129
     1.895   104.000    0.69735
     1.895   128.000    0.52299
     1.895   157.000    0.34368
     1.895   186.000    0.22442
     1.895   219.000    0.15984
     1.895   259.000    0.15039
     1.895   293.000    0.13816
     1.895   332.000    0.10677
     1.895   391.000    0.03967
     1.895   462.000    0.01001
     1.977     2.730    0.04935
     1.977     3.220    0.06276
     1.977     3.800    0.08828
     1.977     4.480    0.12770
     1.977     5.290    0.17284
     1.977     6.240    0.20472
     1.977     7.360    0.23637
     1.977     8.690    0.29418
     1.977    10.200    0.31995
     1.977    12.100    0.34237
     1.977    14.300    0.41613
     1.977    16.800    0.47964
     1.977    19.900    0.55889
     1.977    23.500    0.57029
     1.977    27.700    0.56116
     1.977    32.700    0.65968
     1.977    38.500    0.72218
     1.977    45.500    0.74733
     1.977    53.700    0.77439
     1.977    63.300    0.80339
     1.977    74.700    0.92188
     1.977    88.200    1.03317
     1.977   104.000    0.89572
     1.977   128.000    0.56459
     1.977   157.000    0.26491
     1.977   186.000    0.11104
     1.977   219.000    0.05829
     1.977   259.000    0.03405
     1.977   293.000    0.02328
     1.977   332.000    0.01300
     1.977   391.000    0.00588
     1.977   462.000    0.00000
     2.059     2.730    0.03956
     2.059     3.220    0.05359
     2.059     3.800    0.08065
     2.059     4.480    0.12419
     2.059     5.290    0.16987
     2.059     6.240    0.19333
     2.059     7.360    0.21837
     2.059     8.690    0.28463
