!Note: the first column is hrs from 12:00 UTC 21 Sep 2014, the second is temperature in degree celcius

0.0004	12.574028
0.0008	12.541762
0.0012	12.454454
0.0017	12.58162
0.0021	12.54366
0.0025	12.551252
0.0029	12.533221
0.0033	12.579722
0.0037	12.605345
0.0041	12.583518
0.0046	12.446862
0.005	12.548405
0.0054	12.61958
0.0058	12.615784
0.0062	12.594906
0.0066	12.549354
0.007	12.568334
0.0075	12.556946
0.0079	12.571181
0.0083	12.53417
0.0087	12.545558
0.0091	12.521833
0.0095	12.586365
0.0099	12.596804
0.0104	12.606294
0.0108	12.643305
0.0112	12.536068
0.0116	12.577824
0.012	12.631917
0.0124	12.518986
0.0128	12.583518
0.0133	12.555048
0.0137	12.6006
0.0141	12.632866
0.0145	12.598702
0.0149	12.601549
0.0153	12.687908
0.0157	12.57213
0.0161	12.608192
0.0166	12.509496
0.017	12.579722
0.0174	12.597753
0.0178	12.568334
0.0182	12.56264
0.0186	12.606294
0.019	12.544609
0.0195	12.650897
0.0199	12.61958
0.0203	12.589212
0.0207	12.518986
0.0211	12.525629
0.0215	12.672724
0.0219	12.526578
0.0224	12.583518
0.0228	12.574977
0.0232	12.549354
0.0236	12.571181
0.024	12.559793
0.0244	12.673673
0.0248	12.577824
0.0253	12.583518
0.0257	12.564538
0.0261	12.61958
0.0265	12.632866
0.0269	12.558844
0.0273	12.616733
0.0277	12.53417
0.0282	12.594906
0.0286	12.564538
0.029	12.5057
0.0294	12.53417
0.0298	12.582569
0.0302	12.55315
0.0306	12.64805
0.0311	12.63856
0.0315	12.518037
0.0319	12.639509
0.0323	12.482924
0.0327	12.621478
0.0331	12.513292
0.0335	12.518037
0.034	12.593957
0.0344	12.49621
0.0348	12.56264
0.0352	12.530374
0.0356	12.490516
0.036	12.615784
0.0364	12.571181
0.0369	12.623376
0.0373	12.551252
0.0377	12.560742
0.0381	12.613886
0.0385	12.598702
0.0389	12.585416
0.0393	12.528476
0.0398	12.528476
0.0402	12.593957
0.0406	12.536068
0.041	12.630968
0.0414	12.514241
0.0418	12.518986
0.0422	12.54366
0.0426	12.549354
0.0431	12.59111
0.0435	12.634764
0.0439	12.556946
0.0443	12.566436
0.0447	12.665132
0.0451	12.574028
0.0455	12.578773
0.046	12.61009
0.0464	12.6006
0.0468	12.509496
0.0472	12.601549
0.0476	12.529425
0.048	12.655642
0.0484	12.54366
0.0489	12.532272
0.0493	12.631917
0.0497	12.624325
0.0501	12.620529
0.0505	12.570232
0.0509	12.564538
0.0513	12.642356
0.0518	12.539864
0.0522	12.555048
0.0526	12.563589
0.053	12.636662
0.0534	12.501904
0.0538	12.570232
0.0542	12.51519
0.0547	12.589212
0.0551	12.579722
0.0555	12.452556
0.0559	12.56264
0.0563	12.556946
0.0567	12.558844
0.0571	12.539864
0.0576	12.495261
0.058	12.608192
0.0584	12.574028
0.0588	12.64805
0.0592	12.621478
0.0596	12.551252
0.06	12.537966
0.0605	12.642356
0.0609	12.585416
0.0613	12.517088
0.0617	12.682214
0.0621	12.631917
0.0625	12.560742
0.0629	12.61958
0.0634	12.602498
0.0638	12.518037
0.0642	12.604396
0.0646	12.545558
0.065	12.54366
0.0654	12.579722
0.0658	12.564538
0.0663	12.577824
0.0667	12.61958
0.0671	12.654693
0.0675	12.574028
0.0679	12.61009
0.0683	12.665132
0.0687	12.51519
0.0691	12.623376
0.0696	12.528476
0.07	12.589212
0.0704	12.559793
0.0708	12.628121
0.0712	12.608192
0.0716	12.545558
0.072	12.609141
0.0725	12.593957
0.0729	12.634764
0.0733	12.55315
0.0737	12.653744
0.0741	12.57213
0.0745	12.537017
0.0749	12.64805
0.0754	12.59111
0.0758	12.585416
0.0762	12.598702
0.0766	12.51519
0.077	12.558844
0.0774	12.67652
0.0778	12.646152
0.0783	12.598702
0.0787	12.598702
0.0791	12.787553
0.0795	12.682214
0.0799	12.574028
0.0803	12.59111
0.0807	12.539864
0.0812	12.668928
0.0816	12.662285
0.082	12.586365
0.0824	12.559793
0.0828	12.605345
0.0832	12.555997
0.0836	12.668928
0.0841	12.55315
0.0845	12.468689
0.0849	12.55315
0.0853	12.530374
0.0857	12.662285
0.0861	12.54366
0.0865	12.66703
0.087	12.665132
0.0874	12.560742
0.0878	12.65754
0.0882	12.585416
0.0886	12.583518
0.089	12.536068
0.0894	12.574028
0.0899	12.647101
0.0903	12.693602
0.0907	12.555997
0.0911	12.530374
0.0915	12.544609
0.0919	12.632866
0.0923	12.502853
0.0928	12.684112
0.0932	12.545558
0.0936	12.615784
0.094	12.598702
0.0944	12.579722
0.0948	12.716378
0.0952	12.53417
0.0956	12.564538
0.0961	12.597753
0.0965	12.541762
0.0969	12.548405
0.0973	12.601549
0.0977	12.585416
0.0981	12.608192
0.0985	12.583518
0.099	12.532272
0.0994	12.558844
0.0998	12.563589
0.1002	12.589212
0.1006	12.585416
0.101	12.621478
0.1014	12.501904
0.1019	12.555048
0.1023	12.52468
0.1027	12.544609
0.1031	12.685061
0.1035	12.57213
0.1039	12.563589
0.1043	12.583518
0.1048	12.471536
0.1052	12.625274
0.1056	12.55315
0.106	12.624325
0.1064	12.623376
0.1068	12.502853
0.1072	12.651846
0.1077	12.604396
0.1081	12.586365
0.1085	12.575926
0.1089	12.574977
0.1093	12.53417
0.1097	12.579722
0.1101	12.586365
0.1106	12.549354
0.111	12.594906
0.1114	12.620529
0.1118	12.560742
0.1122	12.522782
0.1126	12.608192
0.113	12.582569
0.1135	12.568334
0.1139	12.631917
0.1143	12.574977
0.1147	12.574977
0.1151	12.611988
0.1155	12.53417
0.1159	12.601549
0.1164	12.687908
0.1168	12.613886
0.1172	12.549354
0.1176	12.670826
0.118	12.624325
0.1184	12.544609
0.1188	12.575926
0.1193	12.682214
0.1197	12.634764
0.1201	12.612937
0.1205	12.642356
0.1209	12.563589
0.1213	12.517088
0.1217	12.583518
0.1221	12.55315
0.1226	12.574028
0.123	12.597753
0.1234	12.665132
0.1238	12.589212
0.1242	12.570232
0.1246	12.564538
0.125	12.567385
0.1255	12.67652
0.1259	12.574977
0.1263	12.630968
0.1267	12.628121
0.1271	12.555048
0.1275	12.574028
0.1279	12.558844
0.1284	12.54366
0.1288	12.636662
0.1292	12.605345
0.1296	12.63856
0.13	12.514241
0.1304	12.518037
0.1308	12.547456
0.1313	12.571181
0.1317	12.631917
0.1321	12.608192
0.1325	12.598702
0.1329	12.59111
0.1333	12.606294
0.1337	12.617682
0.1342	12.57213
0.1346	12.597753
0.135	12.605345
0.1354	12.549354
0.1358	12.650897
0.1362	12.628121
0.1366	12.628121
0.1371	12.593957
0.1375	12.55315
0.1379	12.577824
0.1383	12.533221
0.1387	12.628121
0.1391	12.56264
0.1395	12.606294
0.14	12.540813
0.1404	12.578773
0.1408	12.563589
0.1412	12.501904
0.1416	12.602498
0.142	12.544609
0.1424	12.56264
0.1429	12.647101
0.1433	12.601549
0.1437	12.536068
0.1441	12.58162
0.1445	12.66703
0.1449	12.537017
0.1453	12.539864
0.1458	12.544609
0.1462	12.540813
0.1466	12.574028
0.147	12.59111
0.1474	12.61009
0.1478	12.509496
0.1482	12.594906
0.1486	12.585416
0.1491	12.594906
0.1495	12.590161
0.1499	12.559793
0.1503	12.630968
0.1507	12.567385
0.1511	12.674622
0.1515	12.621478
0.152	12.634764
0.1524	12.537017
0.1528	12.611988
0.1532	12.57213
0.1536	12.590161
0.154	12.532272
0.1544	12.605345
0.1549	12.594906
0.1553	12.593957
0.1557	12.612937
0.1561	12.593008
0.1565	12.582569
0.1569	12.506649
0.1573	12.579722
0.1578	12.48672
0.1582	12.568334
0.1586	12.650897
0.159	12.585416
0.1594	12.639509
0.1598	12.6955
0.1602	12.609141
0.1607	12.635713
0.1611	12.654693
0.1615	12.530374
0.1619	12.594906
0.1623	12.559793
0.1627	12.609141
0.1631	12.583518
0.1636	12.579722
0.164	12.634764
0.1644	12.571181
0.1648	12.570232
0.1652	12.578773
0.1656	12.6006
0.166	12.602498
0.1665	12.684112
0.1669	12.612937
0.1673	12.615784
0.1677	12.634764
0.1681	12.63856
0.1685	12.63856
0.1689	12.558844
0.1694	12.624325
0.1698	12.608192
0.1702	12.586365
0.1706	12.539864
0.171	12.597753
0.1714	12.545558
0.1718	12.635713
0.1723	12.631917
0.1727	12.533221
0.1731	12.57213
0.1735	12.555048
0.1739	12.655642
0.1743	12.635713
0.1747	12.570232
0.1751	12.585416
0.1756	12.568334
0.176	12.597753
0.1764	12.597753
0.1768	12.579722
0.1772	12.594906
0.1776	12.597753
0.178	12.558844
0.1785	12.568334
0.1789	12.609141
0.1793	12.582569
0.1797	12.556946
0.1801	12.59111
0.1805	12.688857
0.1809	12.602498
0.1814	12.691704
0.1818	12.62907
0.1822	12.532272
0.1826	12.556946
0.183	12.6006
0.1834	12.647101
0.1838	12.578773
0.1843	12.625274
0.1847	12.571181
0.1851	12.521833
0.1855	12.613886
0.1859	12.587314
0.1863	12.631917
0.1867	12.522782
0.1872	12.570232
0.1876	12.57213
